id,address,twitterUsername,twitterName,twitterPfpUrl,twitterUserId,ftUsername,ftName,ftPfpUrl,lastOnline,lastMessageTime,holderCount,holdingCount,watchlistCount,followerCount,followingCount,shareSupply,displayPrice,netBuy,lifetimeFeesCollectedInWei,userBio,rank,message,owner_address,owner_twitter_username,balance,isFollowing,has_keys
903.0,0x4e5f7e4a774bd30b9bdca7eb84ce3681a71676e1,cobie,cobie,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x4e5f7e4a774bd30b9bdca7eb84ce3681a71676e1.jpg?Expires=1821845792&Key-Pair-Id=K11ON08J8XW8N0&Signature=nthoBN3ivrTwEWoMCt3SErXAuOpoP~xSLuKjklBEl1elB~-1kFamTCKEAmkPNwo01RIkmvY3oIrYghNI50WlyKpNnqLM09XJlSqgEMQC25g7-Gk1MqnmzxEW0f8ds2~yLAKSKw~Tt8ngipAfXpbT46M1lvFImhUg78Xq~CQSAwMqnqnCGk3IhYYVr78iQ6HFeJ06FaNZV91RfRlJyKlzNJ1TiEyDzimltHGLGnrUuOXTPOHiOfhxVWOynKgQQvYOe34GxxSKXoor4dEO52~AcDWLi9CDXxJ0GnKGvfKhzq5SfRqEbVvY-hVlnxSk-tKhd1C8i6de0yWmC-UIYSxnqQ__,2259434528,cobie,cobie,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x4e5f7e4a774bd30b9bdca7eb84ce3681a71676e1.jpg?Expires=1821845792&Key-Pair-Id=K11ON08J8XW8N0&Signature=nthoBN3ivrTwEWoMCt3SErXAuOpoP~xSLuKjklBEl1elB~-1kFamTCKEAmkPNwo01RIkmvY3oIrYghNI50WlyKpNnqLM09XJlSqgEMQC25g7-Gk1MqnmzxEW0f8ds2~yLAKSKw~Tt8ngipAfXpbT46M1lvFImhUg78Xq~CQSAwMqnqnCGk3IhYYVr78iQ6HFeJ06FaNZV91RfRlJyKlzNJ1TiEyDzimltHGLGnrUuOXTPOHiOfhxVWOynKgQQvYOe34GxxSKXoor4dEO52~AcDWLi9CDXxJ0GnKGvfKhzq5SfRqEbVvY-hVlnxSk-tKhd1C8i6de0yWmC-UIYSxnqQ__,1721802202961,1720737112388.0,81.0,2.0,6002.0,6002.0,15.0,97.0,540562499999999940,0,0,,6,,,,,,
301.0,0xe9825fd47c5d863b1aecba3707abcc7c8b49b88d,blknoiz06,Z 🧸,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xe9825fd47c5d863b1aecba3707abcc7c8b49b88d.jpg?Expires=1821845793&Key-Pair-Id=K11ON08J8XW8N0&Signature=SK~4Ilu6OGihs31RwU1-u84tpjwZG0Rtk8qoGJJzXe~d4AvJZqCM8xbJfzqwuqQBsA2jJEld0xxOW6e9e7oJ6SPwx0NIrruUaoinT0peLf-A4oXtAa25Bcr2g1egGJu1IYPuJ7hs24Js946aQ6I2nYpr6Wc-e2JaebKmIXAZ50xjFpV0OvlXJ9gdEyC8-iHfCpl97M7kKQXmQNQ6xszu9kV1trjY0SeQPg7L~bDlD7NfSOUSUhisXfUlZINMH4jW-uLsMFYNL6wthbmm1uj1e~bn1DyB7Ju1GdJpfp9sbeusffCjqSKK8v4PnL5DykV3b1wsccZLDZpOcFxggUr4BA__,973261472,blknoiz06,Z 🧸,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xe9825fd47c5d863b1aecba3707abcc7c8b49b88d.jpg?Expires=1821845793&Key-Pair-Id=K11ON08J8XW8N0&Signature=SK~4Ilu6OGihs31RwU1-u84tpjwZG0Rtk8qoGJJzXe~d4AvJZqCM8xbJfzqwuqQBsA2jJEld0xxOW6e9e7oJ6SPwx0NIrruUaoinT0peLf-A4oXtAa25Bcr2g1egGJu1IYPuJ7hs24Js946aQ6I2nYpr6Wc-e2JaebKmIXAZ50xjFpV0OvlXJ9gdEyC8-iHfCpl97M7kKQXmQNQ6xszu9kV1trjY0SeQPg7L~bDlD7NfSOUSUhisXfUlZINMH4jW-uLsMFYNL6wthbmm1uj1e~bn1DyB7Ju1GdJpfp9sbeusffCjqSKK8v4PnL5DykV3b1wsccZLDZpOcFxggUr4BA__,1721831458073,1718035776343.0,87.0,310.0,69732.0,69732.0,345.0,94.0,552250000000000000,0,0,"""coldest nigga breathing""",5,,,,,,
11.0,0xfd7232e66a69e1ae01e1e0ea8fab4776e2d325a9,0xRacerAlt,Racer,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xfd7232e66a69e1ae01e1e0ea8fab4776e2d325a9.jpg?Expires=1821845793&Key-Pair-Id=K11ON08J8XW8N0&Signature=kkvocjECh0phowlBr53xJXHe3RpfO7TPLd3OWYnBLFoLd8FNkHzzskjSK4QxA5rkNmUbl1pQ2IaJxRP7Wyu39YN9NFX9usas-Dp9EC3PrtcMFNCozieSfMxkYqnKpgOPgH06pGK88uaMWk52OYV8pBi5zrMH0qS8e5jK9bDjg3qSidAUQID-cjO61gAovxfUWy6z1jbxizAfhMoTHwVwMyz6FQWIZnYB3065vvMzFa-YnL6p3QnSlPClQw4Cx439c-kqSX47o03XtrGCbHvMisN6EbvBY5XBHSCxJ8Y6aJtQnf1KgL6HHAUKUAmb67mvyLLAR9kL0S-9sSon2bjxSw__,1455020265520435201,0xRacerAlt,Racer,https://d3egfmvgqzu76k.cloudfront.net/pfp-images/0xfd7232e66a69e1ae01e1e0ea8fab4776e2d325a9/12415235i4mzgu5hpfi?Expires=1821845793&Key-Pair-Id=K11ON08J8XW8N0&Signature=ESh56Eu3YEnJzFm-nVTyH3XUVP79f8EJZCkULTpSyXRFq5zsJYUkxyrGkLsk3IKlCvljAT8tGvhlaHO1vCWlwgGJLl8W0qS2RVfxlMWkv3FsYO1fCdZ4e3ouGTEmF12sDaiyNzsTswFS2fTF0H47Sxa-D-YP7JGfCGPFWhLDIFubSXLtjfVjfy4P0ZRtXF-4A~OH7zZaXg6JbwOcTdgfPVViziNoOmXHEXGkz1LYHy~feWKnHIwQPcngnO-hWyB3DFBBdStW5pm~APHkjiNbHnuKYg-LM51I3~V718qB86Ed5VZnUQhaq0IvZf0DSoqIicnp1PGR5-Gm1f6n3rbOnQ__,1721685123927,1719678877916.0,69.0,76.0,21143.0,21143.0,212.0,81.0,410062500000000000,0,0,"""Let us walk along the road with flowers. Middle-aged Racer""",10,,,,,,
11601.0,0xef42b587e4a3d33f88fa499be1d80c676ff7a226,HsakaTrades,Hsaka,https://pbs.twimg.com/profile_images/1690929913270792192/6n-PzBnB_400x400.jpg,944686196331966464,HsakaTrades,Hsaka,https://pbs.twimg.com/profile_images/1690929913270792192/6n-PzBnB_400x400.jpg,1716347428385,1715282446096.0,75.0,248.0,46715.0,46715.0,299.0,90.0,506250000000000000,0,0,""".""",7,,,,,,
154776.0,0x87484f87ffe65440715f3fd77dc67553ede7e3e5,KyleSamani,Integrated Kyle,https://pbs.twimg.com/profile_images/1600888417616859137/zBjSRd8J.jpg,46332443,KyleSamani,Integrated Kyle,https://pbs.twimg.com/profile_images/1600888417616859137/zBjSRd8J.jpg,1715513567947,1714747748153.0,21.0,13.0,120.0,120.0,13.0,32.0,64000000000000000,0,0,,250,,,,,,
16251.0,0x73ed8f049be45b1acbb744efdac5679a80cda08e,TrustlessState,DavidHoffman.eth🦇🔊 🏴 🔴,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x73ed8f049be45b1acbb744efdac5679a80cda08e.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=eZb9HbxLYrHBK8N6uyr4-TQVi9DElQ8vvy4ldb43IIeBpQf3LjyxC-XwTmiEJecZvXWBn0fzw3Rrmdv9PDHsJRco6DyRdGDlnM4M6D8D5HzOJtJuTcosyUaV-K63m8jghhH1~Wb54g1Ot74kGfgTMf~~yA0ju3U1DPPPenx14kyK1VZPM~IANYVxXxU5jWrjS5R0EmNxq4yRf1~8Cs1hQFW-Vtypq0VdpsGXwINSIdyT9kbJM4KiAxJg6BLr~XjPv1GglyhopYzmccjpVES3g-LrZY~TIVn6P92zmsqxn51k06QF-KnlSaBLNR6oWM8HTu1aNqzhRH2gi8AJRspGlw__,981208355115974656,TrustlessState,DavidHoffman.eth🦇🔊 🏴 🔴,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x73ed8f049be45b1acbb744efdac5679a80cda08e.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=eZb9HbxLYrHBK8N6uyr4-TQVi9DElQ8vvy4ldb43IIeBpQf3LjyxC-XwTmiEJecZvXWBn0fzw3Rrmdv9PDHsJRco6DyRdGDlnM4M6D8D5HzOJtJuTcosyUaV-K63m8jghhH1~Wb54g1Ot74kGfgTMf~~yA0ju3U1DPPPenx14kyK1VZPM~IANYVxXxU5jWrjS5R0EmNxq4yRf1~8Cs1hQFW-Vtypq0VdpsGXwINSIdyT9kbJM4KiAxJg6BLr~XjPv1GglyhopYzmccjpVES3g-LrZY~TIVn6P92zmsqxn51k06QF-KnlSaBLNR6oWM8HTu1aNqzhRH2gi8AJRspGlw__,1717808799233,1714922287795.0,25.0,0.0,263.0,263.0,9.0,29.0,52562500000000000,0,0,,340,,,,,,
36275.0,0x1aa81884d5924d590386913f6a9c9349a93c0a2b,tarunchitra,Tarun Chitra,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x1aa81884d5924d590386913f6a9c9349a93c0a2b.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=mxd5QrgIIvKBcj8u6fqeTjdb3VVXHFmb~Yo4hh7AtXARSERhdL6ZzZFswBE4p7E1VeIaQ0g2HeeBiIQFgzi5hD2IDWD5~aPDhK5yg83x1O6XcUnFMZkD07JkmvV0JBMmNpEncFsHVC~2J26rZHB37AJECK8CLvxS~mloVXtcVTwV7~Xi0408heMyVENbaIPaenxkIbkA28I3giNE4dAEBIChQM7T4ENXrgMQXMNlgc2CBTI6mJv0Rvh40LNpvjvhyL-odTd2f-Tbr2q1h-Z2elPVgEgxF3RTXCkInErv8Cot6ZFTDCOGQ8NIzZZs3092F2XXw~9XNsmcBkxRI59tuQ__,53836928,tarunchitra,Tarun Chitra,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x1aa81884d5924d590386913f6a9c9349a93c0a2b.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=mxd5QrgIIvKBcj8u6fqeTjdb3VVXHFmb~Yo4hh7AtXARSERhdL6ZzZFswBE4p7E1VeIaQ0g2HeeBiIQFgzi5hD2IDWD5~aPDhK5yg83x1O6XcUnFMZkD07JkmvV0JBMmNpEncFsHVC~2J26rZHB37AJECK8CLvxS~mloVXtcVTwV7~Xi0408heMyVENbaIPaenxkIbkA28I3giNE4dAEBIChQM7T4ENXrgMQXMNlgc2CBTI6mJv0Rvh40LNpvjvhyL-odTd2f-Tbr2q1h-Z2elPVgEgxF3RTXCkInErv8Cot6ZFTDCOGQ8NIzZZs3092F2XXw~9XNsmcBkxRI59tuQ__,1721833737035,1714861794187.0,31.0,16.0,163.0,163.0,15.0,35.0,76562500000000000,0,0,,186,,,,,,
111568.0,0xb60f0af78c8f675b6ced5126660731b5f77253e1,twobitidiot,Ryan Selkis (d/acc) 🇺🇸,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb60f0af78c8f675b6ced5126660731b5f77253e1.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=CLlIHgUh2gHdsAjpu1QHEhdTZQ~RftmoCNi6eAQidoptCrXr5q4dQZm4hT09K~VuD468X0u8mRMcg-msbilnoggNoSsKx~1avrM3uWHmOSauk~Zj98qMo645eg0q3xWbG~-AQXZSzvgHdj~mSKD-RImCaxnWy-w7JdafMn-lpdJSgk4v9ZJEUHYB4jG4dqxm6slSFNhM-uL1sNna6zH1wRQVpQemNcf6k4eBKpIeW-lihy4VbP0lTZfVMBGrXnTP3AyhxDT2ueUprlBHq3jyTTWqy58HT9AbGYQok0SxJGia0C3BzO596QOlCWYn5JoEBKM0N7NNIzZju6wWoedeTw__,2193616844,twobitidiot,Ryan Selkis 🪳,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0xb60f0af78c8f675b6ced5126660731b5f77253e1.jpg?Expires=1821845794&Key-Pair-Id=K11ON08J8XW8N0&Signature=CLlIHgUh2gHdsAjpu1QHEhdTZQ~RftmoCNi6eAQidoptCrXr5q4dQZm4hT09K~VuD468X0u8mRMcg-msbilnoggNoSsKx~1avrM3uWHmOSauk~Zj98qMo645eg0q3xWbG~-AQXZSzvgHdj~mSKD-RImCaxnWy-w7JdafMn-lpdJSgk4v9ZJEUHYB4jG4dqxm6slSFNhM-uL1sNna6zH1wRQVpQemNcf6k4eBKpIeW-lihy4VbP0lTZfVMBGrXnTP3AyhxDT2ueUprlBHq3jyTTWqy58HT9AbGYQok0SxJGia0C3BzO596QOlCWYn5JoEBKM0N7NNIzZju6wWoedeTw__,1714924495322,1714839954379.0,19.0,1.0,289.0,289.0,13.0,27.0,45562500000000000,0,0,,410,,,,,,
46769.0,0x57f73ff1878ebcfdb939fda1601a234a8a91869b,R89Capital,R89,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x57f73ff1878ebcfdb939fda1601a234a8a91869b.jpg?Expires=1821845795&Key-Pair-Id=K11ON08J8XW8N0&Signature=d-2q~ux1v5ntGnbeZ7~jyAufxSCY-CnuNkGxnMDXnWdmrHX26Q7Be0XKgV92PM4AW7BbrLsPQUCOa68z7iuliKDzpgx5pydyHlvBit2opG~Naj7EvC6TlpM--UF2TrCnwzOZRw-W~zXm9TcAVtJMpDv9SzQuaKx26be3zbvRhFU~eCz4TcjYFlpefyYeW1yCq-EyJncAX01K92UWOs8bbu1xFAq1xYkYkumSxMdhHtf5YFWMzKCY1NeaPuu4tkIekok5Zos5JOxDzLSqllm~eL0NIdS2C83OUPDdhTJDDA2~tu2-4JMV74RpjuUAfC-uFr0Fb7tfQLPDwlVVrPe9xg__,1458910555209547782,R89Capital,R89,https://d3egfmvgqzu76k.cloudfront.net/twitterPfps/0x57f73ff1878ebcfdb939fda1601a234a8a91869b.jpg?Expires=1821845795&Key-Pair-Id=K11ON08J8XW8N0&Signature=d-2q~ux1v5ntGnbeZ7~jyAufxSCY-CnuNkGxnMDXnWdmrHX26Q7Be0XKgV92PM4AW7BbrLsPQUCOa68z7iuliKDzpgx5pydyHlvBit2opG~Naj7EvC6TlpM--UF2TrCnwzOZRw-W~zXm9TcAVtJMpDv9SzQuaKx26be3zbvRhFU~eCz4TcjYFlpefyYeW1yCq-EyJncAX01K92UWOs8bbu1xFAq1xYkYkumSxMdhHtf5YFWMzKCY1NeaPuu4tkIekok5Zos5JOxDzLSqllm~eL0NIdS2C83OUPDdhTJDDA2~tu2-4JMV74RpjuUAfC-uFr0Fb7tfQLPDwlVVrPe9xg__,1696364663398,1695478375461.0,7.0,2.0,30.0,30.0,1.0,15.0,14062500000000000,0,0,,1898,,,,,,
9651.0,0x5606d0490b67a44116425ce5ead6edc3753b8fed,ljin18,Li Jin,https://pbs.twimg.com/profile_images/1547998399147827202/D_2uvDGj.jpg,774642558853009408,ljin18,Li Jin,https://pbs.twimg.com/profile_images/1547998399147827202/D_2uvDGj.jpg,1705952023678,1699555641418.0,20.0,3.0,83.0,83.0,2.0,25.0,39062500000000000,0,0,,504,,,,,,
